Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
2022-2023,Justin Schultz,SEA,D,73,1090.05,5,12,4,8,17,34.69,78,6.41,4.2,170,107,49,12,4,4,38,19,19,0,0,2,22,10,30,93,60,0,0,-,986,969,50.43,729,708,50.73,518,465,52.7,49,40,55.06,43.43,44.99,49.12,461,492,48.37,171,194,46.85,23,23,50.0,290,298,49.32,17,11,60.71,429,436,49.6,9,6,60.0,9.46,91.4,1.009,173,218,126,971,57.86,360,335,298,54.71
2022-2023,Dawson Mercer,N.J,C,82,1089.366667,20,17,12,5,37,67.27,132,15.15,16.71,225,175,151,80,7,24,10,5,5,0,0,6,33,15,32,79,5,61,83,42.36,1071,1000,51.71,787,721,52.19,599,500,54.5,55,42,56.7,53.55,42.88,55.54,531,456,53.8,226,168,57.36,36,20,64.29,305,288,51.43,13,12,52.0,594,576,50.77,6,10,37.5,9.18,91.6,1.008,186,227,156,825,54.39,342,329,325,51.27
2022-2023,Frank Vatrano,ANA,R,81,1088.983333,13,14,9,5,27,71.05,175,7.43,13.55,277,227,141,53,7,31,50,17,15,0,2,19,25,18,84,64,53,7,6,53.85,927,1278,42.04,700,990,41.42,515,736,41.17,38,63,37.62,39.19,67.72,36.66,433,682,38.83,163,341,32.34,19,50,27.54,270,341,44.19,13,8,61.9,415,532,43.82,6,5,54.55,7.38,91.44,0.988,180,249,181,765,49.86,295,343,364,44.76
2022-2023,Erik Cernak,T.B,D,70,1088.916667,1,11,5,6,12,26.09,84,1.19,3.37,159,115,43,5,3,8,43,20,19,1,0,14,28,16,168,113,9,0,0,-,993,929,51.66,748,693,51.91,533,491,52.05,46,45,50.55,49.25,46.96,51.19,542,487,52.67,246,217,53.13,32,25,56.14,296,270,52.3,10,12,45.45,518,506,50.59,3,8,27.27,8.63,90.84,0.995,127,287,171,816,42.62,300,400,343,46.66
2022-2023,Cale Makar,COL,D,60,1087.883333,9,19,9,10,28,50.91,116,7.76,6.67,275,169,87,21,5,22,24,11,11,0,0,18,38,42,49,36,48,0,0,-,1227,940,56.62,874,715,55.0,645,546,54.16,55,38,59.14,53.67,41.17,56.59,612,420,59.3,233,181,56.28,28,24,53.85,379,239,61.33,17,9,65.38,542,446,54.86,10,5,66.67,8.53,93.04,1.016,241,239,120,654,66.76,513,384,289,63.97
2022-2023,Matty Beniers,SEA,C,80,1086.8,17,23,12,11,40,63.49,109,15.6,13.38,200,165,127,62,10,9,2,1,1,0,0,22,38,46,77,139,37,354,493,41.79,1015,956,51.5,764,712,51.76,530,475,52.74,63,41,60.58,46.46,41.84,52.62,496,462,51.77,183,187,49.46,31,22,58.49,313,275,53.23,26,14,65.0,453,437,50.9,5,5,50.0,11.89,91.37,1.033,216,227,124,765,63.53,355,311,277,56.17
2022-2023,Jordan Martinook,CAR,L,82,1085.35,11,20,14,6,31,60.78,150,7.33,17.55,284,229,174,92,11,35,61,29,28,1,0,19,18,38,78,116,18,27,30,47.37,1200,771,60.88,900,592,60.32,594,440,57.45,51,44,53.68,57.11,38.13,59.97,591,374,61.24,282,177,61.44,33,23,58.93,309,197,61.07,14,15,48.28,533,325,62.12,4,6,40.0,8.59,90.0,0.986,209,310,166,733,55.73,390,408,347,52.92
2022-2023,John Marino,N.J,D,64,1084.166667,1,12,10,2,13,29.55,60,1.67,3.16,132,81,36,9,3,15,18,9,9,0,0,6,33,34,40,112,7,0,0,-,1063,950,52.81,770,676,53.25,554,455,54.91,44,37,54.32,49.15,42.26,53.77,527,461,53.34,207,176,54.05,22,21,51.16,320,285,52.89,14,12,53.85,570,539,51.4,8,4,66.67,7.94,91.87,0.998,129,231,172,797,42.86,309,340,348,47.03
2022-2023,Alexis Lafrenière,NYR,L,81,1083.666667,12,17,8,9,29,58.0,116,10.34,11.37,204,153,126,58,5,11,29,13,12,1,0,15,33,30,137,122,25,23,46,33.33,1009,947,51.58,731,702,51.01,541,512,51.38,50,45,52.63,45.74,47.85,48.87,527,498,51.41,209,220,48.72,25,22,53.19,318,278,53.36,13,14,48.15,432,379,53.27,12,9,57.14,9.24,91.21,1.005,127,185,75,814,62.87,307,292,209,59.5
2022-2023,Morgan Rielly,TOR,D,65,1083.616667,3,16,11,5,19,41.3,96,3.13,5.2,183,133,63,16,5,8,15,6,5,1,0,6,52,20,64,102,56,0,0,-,1069,1036,50.78,803,773,50.95,570,553,50.76,46,45,50.55,52.46,50.42,50.99,578,538,51.79,243,237,50.63,22,26,45.83,335,301,52.67,19,15,55.88,437,436,50.06,5,4,55.56,8.07,91.86,0.999,137,179,126,900,52.09,347,295,291,54.39
2022-2023,Nazem Kadri,CGY,C,82,1082.65,13,24,14,10,37,69.81,184,7.07,16.25,345,266,181,60,14,22,42,17,16,0,1,37,36,32,96,120,24,456,527,46.39,1236,910,57.6,907,687,56.9,632,481,56.78,53,56,48.62,55.69,47.59,53.92,605,496,54.95,234,212,52.47,28,35,44.44,371,284,56.64,16,18,47.06,528,352,60.0,9,3,75.0,8.39,88.36,0.967,186,217,92,970,66.91,419,355,259,61.8
2022-2023,Josh Mahura,FLA,D,82,1082.233333,4,12,8,4,16,32.0,78,5.13,3.83,191,118,50,7,3,8,38,15,14,0,1,9,24,11,97,141,59,0,0,-,1234,962,56.19,903,719,55.67,646,510,55.88,50,36,58.14,56.25,42.29,57.09,626,454,57.96,269,199,57.48,32,14,69.57,357,255,58.33,9,11,45.0,504,448,52.94,9,11,45.0,7.74,92.94,1.007,156,231,123,942,55.91,335,353,274,55.01
2022-2023,Bryan Rust,PIT,R,81,1082.183333,14,14,7,7,28,54.9,170,8.24,20.01,282,232,187,104,7,38,25,11,10,1,0,15,51,25,88,88,26,4,2,66.67,1195,1047,53.3,898,772,53.77,663,560,54.21,51,42,54.84,59.63,48.79,55.0,605,540,52.84,272,216,55.74,28,24,53.85,333,324,50.68,14,10,58.33,505,438,53.55,9,8,52.94,7.69,92.5,1.002,260,284,93,799,73.65,483,387,244,66.44
2022-2023,Jason Zucker,PIT,L,78,1077.033333,24,13,7,6,37,68.52,176,13.64,21.33,296,247,187,112,6,23,43,15,13,1,1,22,32,33,189,107,26,2,10,16.67,1196,972,55.17,915,739,55.32,676,560,54.69,54,56,49.09,64.27,48.27,57.11,610,504,54.76,288,211,57.72,32,32,50.0,322,293,52.36,14,13,51.85,512,405,55.83,8,11,42.11,7.99,90.0,0.98,198,174,46,947,81.15,388,265,171,69.41
2022-2023,Matt Boldy,MIN,L,81,1075.933333,20,8,3,5,28,70.0,162,12.35,15.82,308,243,169,68,4,21,35,16,15,1,0,14,33,42,61,103,20,53,33,61.63,1038,981,51.41,784,725,51.95,543,520,51.08,40,33,54.79,45.21,40.52,52.74,489,446,52.3,199,168,54.22,25,17,59.52,290,278,51.06,9,9,50.0,452,482,48.39,6,7,46.15,7.37,93.65,1.01,161,194,142,688,53.14,307,299,326,48.5
2022-2023,Barrett Hayton,ARI,C,82,1075.433333,12,14,8,6,26,50.98,132,9.09,15.59,202,179,146,81,6,16,34,16,16,0,0,33,28,22,74,129,19,463,451,50.66,962,983,49.46,730,751,49.29,521,539,49.15,51,53,49.04,45.75,46.38,49.66,499,508,49.55,204,202,50.25,29,28,50.88,295,306,49.08,14,18,43.75,418,432,49.18,8,7,53.33,9.79,90.17,1.0,152,216,213,916,41.64,309,313,396,43.83
2022-2023,William Karlsson,VGK,C,82,1075.0,8,25,10,15,33,70.21,116,6.9,12.9,211,171,137,56,11,20,10,5,5,0,0,12,23,31,41,115,28,481,380,55.87,1082,1026,51.33,810,723,52.84,584,509,53.43,47,38,55.29,52.51,45.26,53.71,537,493,52.14,218,192,53.17,25,17,59.52,319,301,51.45,14,14,50.0,472,452,51.08,8,6,57.14,8.05,92.53,1.006,163,167,177,797,47.94,354,269,334,51.45
2022-2023,Sam Reinhart,FLA,C,82,1074.65,9,20,12,8,29,74.36,131,6.87,14.74,237,185,151,81,12,19,8,4,4,0,0,12,27,30,43,130,32,123,119,50.83,1126,910,55.3,848,712,54.36,594,516,53.51,39,46,45.88,52.69,41.42,55.98,563,435,56.41,251,198,55.9,20,22,47.62,312,237,56.83,11,11,50.0,504,424,54.31,8,13,38.1,6.57,91.09,0.977,179,269,167,759,51.73,318,368,349,47.68
2022-2023,Troy Terry,ANA,R,70,1073.316667,13,28,16,12,41,75.93,124,10.48,13.89,239,188,160,66,9,28,18,9,9,0,0,28,24,38,9,83,20,1,0,100,997,1049,48.73,727,817,47.09,514,617,45.45,54,55,49.54,47.53,55.18,46.28,550,594,48.08,215,264,44.89,21,33,38.89,335,330,50.38,25,15,62.5,383,402,48.79,8,7,53.33,10.51,91.09,1.016,191,221,126,778,60.25,344,317,269,56.12
2022-2023,Viktor Arvidsson,L.A,"L, R",77,1072.416667,12,15,12,3,27,65.85,171,7.02,13.99,323,238,174,49,11,19,22,11,11,0,0,23,28,19,22,157,6,22,29,43.14,1090,976,52.76,826,688,54.56,593,489,54.81,41,39,51.25,49.15,42.66,53.54,548,482,53.2,207,184,52.94,16,17,48.48,341,298,53.36,19,15,55.88,592,530,52.76,6,7,46.15,6.91,92.02,0.989,164,254,168,769,49.4,280,331,315,47.06
2022-2023,Jeff Skinner,BUF,L,79,1071.883333,25,31,19,12,56,70.0,170,14.71,19.39,313,233,209,102,12,33,21,9,8,1,0,28,39,40,19,52,12,100,115,46.51,1195,998,54.49,902,806,52.81,661,620,51.6,80,59,57.55,60.35,57.19,51.34,670,573,53.9,278,261,51.58,43,32,57.33,392,312,55.68,23,21,52.27,472,375,55.73,14,6,70.0,12.1,90.48,1.026,277,300,103,716,72.89,458,374,266,63.26
2022-2023,Morgan Frost,PHI,C,81,1071.65,16,20,9,11,36,76.6,120,13.33,11.86,214,162,136,68,4,27,18,9,9,0,0,13,17,30,83,52,41,370,436,45.91,964,1065,47.51,721,762,48.62,526,526,50.0,47,49,48.96,42.94,46.06,48.25,481,518,48.15,205,209,49.52,24,18,57.14,276,309,47.18,15,24,38.46,417,491,45.93,8,6,57.14,8.94,90.68,0.996,176,241,109,932,61.75,315,333,254,55.36
2022-2023,Owen Tippett,PHI,R,77,1071.35,16,17,11,6,33,63.46,169,9.47,15.45,309,236,173,73,8,23,12,6,6,0,0,15,18,35,119,92,60,17,11,60.71,1021,1079,48.62,764,773,49.71,553,538,50.69,52,60,46.43,48.27,47.77,50.26,517,524,49.66,220,209,51.28,25,29,46.3,297,315,48.53,16,26,38.1,440,487,47.46,11,4,73.33,9.4,88.85,0.983,206,255,143,870,59.03,360,346,312,53.57
2022-2023,Charlie Coyle,BOS,C,82,1070.116667,15,19,10,9,34,66.67,119,12.61,13.07,211,165,144,74,8,17,26,13,13,0,0,21,33,38,61,63,44,431,381,53.08,996,1066,48.3,739,767,49.07,548,543,50.23,51,32,61.45,47.47,46.02,50.78,543,514,51.37,229,209,52.28,27,17,61.36,314,305,50.73,16,11,59.26,402,488,45.17,8,4,66.67,9.31,94.11,1.034,104,267,209,860,33.23,203,345,377,35.0
2022-2023,Nate Schmidt,WPG,D,71,1069.416667,4,9,4,5,13,36.11,82,4.88,3.83,202,127,53,9,4,25,8,4,4,0,0,4,40,20,42,45,64,0,0,-,1031,950,52.04,755,726,50.98,514,499,50.74,36,24,60.0,50.2,45.86,52.26,536,463,53.65,230,198,53.74,19,15,55.88,306,265,53.59,11,3,78.57,416,412,50.24,6,6,50.0,7.0,95.19,1.022,167,181,107,899,60.95,310,279,248,55.56
2022-2023,Tomas Tatar,N.J,L,82,1069.233333,15,20,7,13,35,57.38,126,11.9,15.98,231,179,160,78,9,27,24,12,12,0,0,8,28,33,56,79,2,13,21,38.24,1187,881,57.4,899,651,58.0,660,459,58.98,61,28,68.54,61.47,37.39,62.18,623,406,60.54,269,162,62.41,38,17,69.09,354,244,59.2,11,7,61.11,634,513,55.27,12,4,75.0,9.24,93.9,1.031,189,319,182,827,50.94,359,425,330,52.1
2022-2023,Dmitry Kulikov,"ANA, PIT",D,67,1068.0,3,12,8,4,15,37.5,75,4.0,3.22,135,94,44,11,3,7,22,11,11,0,0,7,36,17,85,72,66,0,0,-,873,1170,42.73,644,920,41.18,471,676,41.06,40,60,40.0,38.76,60.73,38.96,432,599,41.9,175,296,37.15,21,35,37.5,257,303,45.89,12,13,48.0,386,512,42.98,7,12,36.84,8.49,91.12,0.996,104,240,179,760,36.75,281,356,376,42.77
2022-2023,Nico Hischier,N.J,C,81,1067.533333,14,31,21,10,45,73.77,171,8.19,19.27,286,230,185,94,15,25,6,3,3,0,0,23,29,47,30,105,6,599,549,52.18,1176,961,55.03,888,689,56.31,645,488,56.93,61,39,61.0,59.19,40.42,59.43,608,440,58.02,256,180,58.72,31,28,52.54,352,260,57.52,18,8,69.23,641,585,52.28,12,3,80.0,9.46,92.01,1.015,209,336,230,733,47.61,372,448,411,47.51
2022-2023,Andrew Mangiapane,CGY,L,82,1067.533333,15,20,13,7,35,60.34,141,10.64,18.38,261,197,188,91,18,18,30,15,15,0,0,18,31,36,77,68,21,3,8,27.27,1277,896,58.77,947,684,58.06,673,469,58.93,58,44,56.86,62.38,44.75,58.23,653,497,56.78,255,205,55.43,29,24,54.72,398,292,57.68,19,17,52.78,544,331,62.17,10,3,76.92,8.62,90.62,0.992,169,223,129,913,56.71,401,358,283,58.63
2022-2023,Jonas Brodin,MIN,D,60,1067.133333,2,8,1,7,10,23.81,81,2.47,2.89,163,114,37,6,5,7,30,15,15,0,0,7,20,22,41,95,69,0,0,-,1056,965,52.25,764,713,51.73,521,501,50.98,42,31,57.53,43.64,42.6,50.6,495,437,53.11,198,181,52.24,27,18,60.0,297,256,53.71,10,8,55.56,477,462,50.8,5,5,50.0,8.06,93.81,1.019,106,196,124,753,46.09,333,334,299,52.69
2022-2023,Patrik Nemeth,ARI,D,75,1067.016667,0,3,1,2,3,12.0,60,0.0,2.23,135,91,37,7,3,10,30,15,15,0,0,5,23,10,95,119,69,0,0,-,796,1129,41.35,574,860,40.03,414,598,40.91,25,38,39.68,34.57,50.25,40.76,392,560,41.18,151,225,40.16,15,17,46.88,241,335,41.84,8,14,36.36,364,506,41.84,2,7,22.22,6.04,93.65,0.997,102,251,172,899,37.23,218,337,350,38.38
2022-2023,Tage Thompson,BUF,"C, R",78,1066.816667,25,30,20,10,55,80.88,196,12.76,20.84,371,283,220,95,13,34,39,18,17,1,0,23,31,37,50,72,22,309,406,43.22,1158,1006,53.51,878,798,52.39,630,610,50.81,68,59,53.54,57.98,56.84,50.5,626,586,51.65,260,269,49.15,38,33,53.52,366,317,53.59,18,17,51.43,478,373,56.17,12,9,57.14,10.79,90.33,1.011,261,301,99,684,72.5,456,365,257,63.96
2022-2023,Wyatt Johnston,DAL,C,82,1066.283333,21,12,8,4,33,61.11,128,16.41,15.32,232,167,159,83,8,26,18,9,9,0,0,4,45,44,20,67,23,135,177,43.27,1030,1062,49.24,743,825,47.39,533,583,47.76,54,43,55.67,49.51,47.79,50.88,541,494,52.27,230,212,52.04,31,24,56.36,311,282,52.45,15,12,55.56,403,476,45.85,8,7,53.33,10.13,92.62,1.028,173,198,114,867,60.28,340,302,295,53.54
2022-2023,Sebastian Aho,NYI,D,71,1064.5,4,15,6,9,19,38.78,83,4.82,3.28,171,123,47,7,3,10,20,10,10,0,0,15,34,12,36,100,56,0,0,-,1092,987,52.53,789,730,51.94,545,505,51.9,49,41,54.44,48.42,43.78,52.52,556,478,53.77,238,197,54.71,32,21,60.38,318,281,53.09,10,16,38.46,455,438,50.95,7,4,63.64,8.99,91.88,1.009,148,199,98,911,60.16,337,291,214,61.16
2022-2023,John Tavares,TOR,C,80,1062.366667,16,21,11,10,37,71.15,160,10.0,20.61,290,236,216,114,4,25,30,15,15,0,0,8,43,41,106,98,29,508,371,57.79,1037,968,51.72,767,714,51.79,568,512,52.59,52,46,53.06,52.54,44.77,54.0,617,487,55.89,260,208,55.56,30,23,56.6,357,279,56.13,16,19,45.71,379,428,46.96,6,4,60.0,9.15,91.02,1.002,225,205,139,827,61.81,402,304,317,55.91
2022-2023,Andrew Copp,DET,C,82,1062.216667,5,21,14,7,26,65.0,87,5.75,8.66,146,115,81,34,6,16,19,8,7,1,0,8,37,17,31,48,28,461,442,51.05,835,1040,44.53,607,793,43.36,437,545,44.5,40,40,50.0,36.59,49.21,42.64,381,531,41.78,157,233,40.26,15,20,42.86,224,298,42.91,17,10,62.96,405,448,47.48,8,10,44.44,9.15,92.66,1.018,153,272,160,712,48.88,249,366,345,41.92
2022-2023,Chris Tanev,CGY,D,65,1061.9,1,9,4,5,10,22.22,64,1.56,1.64,149,88,23,2,1,12,21,9,8,1,0,7,27,18,44,126,72,0,0,-,1202,796,60.16,880,590,59.86,619,416,59.81,45,43,51.14,55.97,35.49,61.19,614,398,60.67,231,152,60.31,24,21,53.33,383,246,60.89,16,14,53.33,498,321,60.81,5,8,38.46,7.27,89.66,0.969,128,266,157,1051,44.91,373,399,323,53.59
2022-2023,Filip Hronek,"DET, VAN",D,64,1061.783333,4,12,4,8,16,34.04,87,4.6,3.57,188,120,42,6,4,8,34,13,12,0,1,10,25,9,83,66,35,0,0,-,868,1024,45.88,643,750,46.16,466,523,47.12,47,38,55.29,38.6,44.74,46.32,423,494,46.13,174,213,44.96,25,23,52.08,249,281,46.98,16,9,64.0,382,461,45.31,6,6,50.0,10.09,92.73,1.028,110,225,143,809,43.48,260,319,333,43.84
2022-2023,Scott Laughton,PHI,C,78,1056.1,8,14,6,8,22,52.38,123,6.5,9.0,204,156,99,40,3,21,40,16,15,0,1,14,33,21,148,47,32,330,357,48.03,1020,1121,47.64,769,790,49.33,576,550,51.15,42,49,46.15,46.71,47.42,49.63,489,558,46.7,207,228,47.59,25,31,44.64,282,330,46.08,11,12,47.83,460,501,47.87,6,6,50.0,7.29,91.09,0.984,155,221,205,832,43.06,313,333,380,45.17
2022-2023,Shane Pinto,OTT,C,82,1055.666667,14,9,4,5,23,63.89,114,12.28,13.33,188,155,133,62,11,20,18,9,9,0,0,20,26,34,70,81,34,422,383,52.42,1058,999,51.43,792,727,52.14,570,547,51.03,36,54,40.0,47.52,46.1,50.76,515,506,50.44,201,211,48.79,18,30,37.5,314,295,51.56,15,17,46.88,464,414,52.85,3,7,30.0,6.32,90.13,0.964,189,223,122,860,60.77,327,321,308,51.5
2022-2023,Lars Eller,"COL, WSH",C,84,1051.15,8,10,7,3,18,51.43,126,6.35,10.62,243,171,121,45,6,23,32,15,15,0,0,11,31,34,88,115,29,450,387,53.76,1007,944,51.61,716,677,51.4,524,483,52.04,35,36,49.3,42.63,40.46,51.3,474,456,50.97,189,172,52.35,20,20,50.0,285,284,50.09,9,7,56.25,453,433,51.13,6,9,40.0,6.68,92.55,0.992,138,231,220,762,38.55,240,309,376,38.96
2022-2023,Jonathan Marchessault,VGK,"C, R",76,1050.666667,16,18,11,7,34,70.83,164,9.76,15.48,298,224,160,64,19,19,19,8,7,1,0,7,21,38,64,80,15,21,33,38.89,1055,1030,50.6,788,739,51.6,585,523,52.8,48,45,51.61,48.35,44.29,52.19,509,482,51.36,206,183,52.96,21,24,46.67,303,299,50.33,17,13,56.67,459,488,48.47,10,7,58.82,8.21,91.4,0.996,170,146,151,803,52.96,356,248,301,54.19
2022-2023,Boone Jenner,CBJ,C,68,1050.6,15,11,7,4,26,61.9,153,9.8,16.13,282,218,156,78,12,21,49,19,17,1,1,21,23,24,122,60,58,517,436,54.25,1029,1137,47.51,748,826,47.52,528,581,47.61,42,62,40.38,46.86,51.17,47.81,511,569,47.31,189,220,46.21,15,40,27.27,322,349,47.99,19,15,55.88,441,501,46.82,8,7,53.33,7.95,89.33,0.973,194,244,204,614,48.74,316,320,393,44.57
2022-2023,Oliver Bjorkstrand,SEA,R,81,1046.85,15,19,10,9,34,69.39,156,9.62,15.76,283,237,158,54,3,20,14,7,7,0,0,12,19,50,60,93,28,15,35,30,1054,900,53.94,783,653,54.53,529,444,54.37,49,45,52.13,44.23,44.93,49.61,476,473,50.16,166,193,46.24,21,25,45.65,310,280,52.54,20,14,58.82,483,377,56.16,8,6,57.14,9.26,89.86,0.991,178,290,118,747,60.14,310,370,263,54.1
2022-2023,Conor Garland,VAN,R,81,1045.4,12,19,9,10,31,77.5,140,8.57,11.65,227,190,137,44,8,16,31,10,8,1,1,26,29,43,45,80,13,2,8,20,933,953,49.47,698,737,48.64,502,521,49.07,40,41,49.38,43.37,45.72,48.68,495,490,50.25,208,204,50.49,24,24,50.0,287,286,50.09,12,13,48.0,394,415,48.7,4,3,57.14,7.97,92.13,1.001,160,237,147,864,52.12,288,326,316,47.68
2022-2023,Jordan Staal,CAR,C,81,1044.25,15,16,6,10,31,68.89,107,14.02,12.63,175,146,132,73,4,15,24,12,12,0,0,9,28,25,142,87,23,602,468,56.26,1110,707,61.09,820,546,60.03,542,388,58.28,45,37,54.88,50.34,35.14,58.89,541,344,61.13,249,166,60.0,26,22,54.17,292,178,62.13,13,10,56.52,511,310,62.24,6,5,54.55,8.3,90.46,0.988,205,318,172,703,54.38,384,413,345,52.67
2022-2023,Evgeny Kuznetsov,WSH,C,81,1043.866667,6,25,17,8,31,67.39,102,5.88,8.33,194,140,100,31,3,11,48,24,24,0,0,12,44,36,37,23,14,422,470,47.31,948,1030,47.93,699,792,46.88,483,562,46.22,46,51,47.42,41.5,56.06,42.54,476,536,47.04,183,254,41.88,28,23,54.9,293,282,50.96,15,19,44.12,402,432,48.2,3,9,25.0,9.52,90.93,1.004,238,242,117,700,67.04,395,324,241,62.11
2022-2023,Logan Couture,S.J,C,82,1042.033333,14,22,13,9,36,70.59,112,12.5,11.99,199,160,128,75,13,21,13,5,4,1,0,6,24,50,119,60,8,518,528,49.52,932,1027,47.58,690,748,47.98,486,511,48.75,51,62,45.13,49.38,47.81,50.81,528,539,49.48,237,199,54.36,29,33,46.77,291,340,46.12,15,22,40.54,481,578,45.42,7,7,50.0,10.49,87.87,0.984,180,276,190,834,48.65,332,406,409,44.8
2022-2023,Nicholas Paul,T.B,L,80,1041.133333,9,14,7,7,23,53.49,94,9.57,10.26,176,142,115,48,7,11,25,11,10,1,0,17,30,43,103,111,6,390,333,53.94,962,933,50.77,709,686,50.82,490,504,49.3,43,33,56.58,42.52,44.32,48.96,476,489,49.33,194,195,49.87,21,17,55.26,282,294,48.96,12,6,66.67,529,515,50.67,9,10,47.37,8.78,93.45,1.022,164,246,209,647,43.97,283,333,347,44.92
2022-2023,Alex Ovechkin,WSH,L,73,1041.083333,20,20,11,9,40,75.47,180,11.11,18.74,329,243,196,81,12,35,42,16,15,0,1,8,42,20,179,29,18,4,4,50,1066,1094,49.35,798,826,49.14,578,602,48.98,53,55,49.07,54.5,56.12,49.27,552,574,49.02,231,264,46.67,32,36,47.06,321,310,50.87,17,10,62.96,464,456,50.43,4,9,30.77,9.17,90.86,1.0,274,274,50,751,84.57,445,361,164,73.07
2022-2023,Pierre-Olivier Joseph,PIT,D,75,1040.016667,4,14,7,7,18,33.96,94,4.26,3.41,194,122,54,4,2,13,42,20,20,0,0,10,33,32,82,58,27,0,0,-,1111,969,53.41,826,751,52.38,619,550,52.95,53,41,56.38,55.11,49.04,52.91,560,482,53.74,250,229,52.19,31,23,57.41,310,253,55.06,13,12,52.0,469,426,52.4,9,6,60.0,8.56,92.55,1.011,149,177,120,971,55.39,341,279,276,55.27
2022-2023,Kirill Kaprizov,MIN,L,67,1039.033333,18,15,9,6,33,75.0,138,13.04,14.42,293,206,168,64,5,16,29,13,12,1,0,21,37,46,59,93,22,0,0,-,1097,897,55.02,793,651,54.92,537,473,53.17,44,37,54.32,46.69,40.17,53.75,539,442,54.94,210,164,56.15,20,20,50.0,329,278,54.2,16,14,53.33,497,364,57.72,8,3,72.73,8.19,92.18,1.004,218,168,51,664,81.04,422,279,203,67.52
2022-2023,Erik Haula,N.J,L,80,1038.066667,10,17,10,7,27,54.0,137,7.3,16.59,245,195,149,76,10,23,43,19,18,1,0,10,24,37,88,66,7,470,394,54.4,1136,924,55.15,830,678,55.04,607,470,56.36,50,43,53.76,54.11,41.32,56.7,559,446,55.62,231,166,58.19,25,25,50.0,328,280,53.95,16,12,57.14,626,516,54.82,9,6,60.0,8.24,90.85,0.991,211,209,170,773,55.38,349,291,327,51.63
2022-2023,Dylan Strome,WSH,C,81,1036.483333,17,22,11,11,39,69.64,114,14.91,15.7,204,161,153,73,6,26,20,10,10,0,0,6,33,41,19,38,33,419,449,48.27,1062,1046,50.38,789,791,49.94,569,563,50.27,56,49,53.33,53.46,48.11,52.63,553,528,51.16,231,228,50.33,31,30,50.82,322,300,51.77,18,12,60.0,435,448,49.26,7,7,50.0,9.84,91.3,1.011,228,223,89,775,71.92,391,311,218,64.2
2022-2023,Travis Boyd,ARI,C,82,1036.083333,12,9,5,4,21,53.85,67,17.91,9.19,123,99,96,56,3,14,20,10,10,0,0,13,20,28,34,88,46,385,495,43.75,805,1065,43.05,606,813,42.71,419,600,41.12,39,62,38.61,37.62,53.05,41.5,415,572,42.05,161,252,38.98,17,39,30.36,254,320,44.25,14,19,42.42,335,434,43.56,8,4,66.67,9.31,89.67,0.99,157,209,176,895,47.15,279,314,349,44.43
2022-2023,Casey Mittelstadt,BUF,C,82,1035.65,9,30,21,9,39,72.22,104,8.65,9.59,174,136,109,41,8,10,16,4,3,0,1,14,30,45,29,105,12,248,301,45.17,966,908,51.55,736,727,50.31,557,559,49.91,54,54,50.0,44.0,47.59,48.04,516,483,51.65,177,221,44.47,27,28,49.09,339,262,56.41,22,13,62.86,416,365,53.27,5,13,27.78,9.69,90.34,1.0,202,213,169,733,54.45,332,287,307,51.96
2022-2023,David Perron,DET,L,82,1035.1,15,13,11,2,28,56.0,114,13.16,12.01,200,149,119,56,4,21,42,21,21,0,0,26,25,37,103,64,20,2,6,25,942,955,49.66,720,715,50.17,532,521,50.52,50,54,48.08,44.96,45.07,49.94,464,513,47.49,190,210,47.5,23,25,47.92,274,303,47.49,17,20,45.95,426,382,52.72,10,9,52.63,9.4,89.64,0.99,153,259,143,834,51.69,286,348,300,48.81
2022-2023,Dylan Larkin,DET,C,80,1034.533333,9,23,16,7,32,69.57,130,6.92,10.77,269,195,127,41,8,24,39,14,12,1,1,15,35,38,42,52,18,441,391,53,982,1012,49.25,743,738,50.17,550,548,50.09,46,59,43.81,45.67,47.31,49.12,483,551,46.71,196,219,47.23,19,28,40.43,287,332,46.37,15,20,42.86,432,405,51.61,12,11,52.17,8.36,89.23,0.976,165,231,136,766,54.82,300,330,309,49.26
2022-2023,Jeff Petry,PIT,D,61,1031.733333,3,16,5,11,19,37.25,87,3.45,4.19,198,129,39,6,5,15,14,7,7,0,0,2,28,16,154,104,71,0,0,-,1085,1008,51.84,810,740,52.26,585,542,51.91,51,49,51.0,53.14,44.88,54.21,532,486,52.26,226,198,53.3,31,29,51.67,306,288,51.52,9,11,45.0,477,458,51.02,11,9,55.0,8.72,90.96,0.997,106,171,143,794,42.57,283,288,306,48.05
